Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine,Seats,Price
Maruti Swift 1.3 ZXI,2015,50295,Petrol,Manual,,,24940
Maruti Swift Dzire VXI,2014,47674,Petrol,Manual,1197 CC,5,24596
Hyundai i10 Sportz AT,2014,61517,Petrol,Automatic,1197 CC,5,18877
Mahindra XUV500 W6 2WD,2016,62946,Diesel,Manual,2179 CC,7,47515
Hyundai i20 Magna 1.4 CRDi,2015,66823,Diesel,Manual,1396 CC,5,20769
Maruti Wagon R CNG LXI,2013,79494,CNG,Manual,998 CC,5,12728
Hyundai i20 Asta 1.4 CRDi,2012,107000,Diesel,Manual,1396 CC,5,19350
BMW 7 Series 730Ld,2011,55000,Diesel,Automatic,2993 CC,5,83850
Skoda Rapid 1.6 MPI AT Style Plus,2017,24000,Petrol,Automatic,1598 CC,5,37625
Audi Q7 45 TDI Quattro Technology,2016,20002,Diesel,Automatic,2967 CC,7,288100
Honda City i VTEC VX,2016,54317,Petrol,Manual,1497 CC,5,36120
Hyundai Xcent 1.2 Kappa SX,2016,10200,Petrol,Manual,1197 CC,5,21457
Honda City i DTec E,2016,24337,Diesel,Manual,1498 CC,5,35174
Honda Brio S Option MT,2012,79000,Petrol,Manual,1198 CC,5,12470
Maruti Ciaz ZDi Plus SHVS,2015,40500,Diesel,Manual,1248 CC,5,30530
Maruti Swift Dzire VDI Optional,2016,23000,Diesel,Manual,1248 CC,5,30315
Honda CR-V 2.4L 4WD AT,2015,63050,Petrol,Automatic,2354 CC,5,75250
Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,78000,Petrol,Automatic,1794 CC,5,14663
Maruti Baleno Vxi,2005,70000,Petrol,Manual,1590 CC,5,5590
Honda City 1.5 V MT,2012,66245,Petrol,Manual,1497 CC,5,24424
Mahindra Scorpio LX BS IV,2007,74112,Diesel,Manual,2179 CC,9,17630
Skoda Laura 1.8 TSI Ambiente,2011,87670,Petrol,Manual,1798 CC,5,17200
BMW 3 Series 320d Sport Line,2015,10000,Diesel,Automatic,1995 CC,5,129000
Maruti SX4 Zxi BSIII,2007,62493,Petrol,Manual,1586 CC,5,7740
Maruti Ciaz VXi Plus,2015,44620,Petrol,Manual,1373 CC,5,29799
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,2012,66538,Diesel,Automatic,4367 CC,7,301000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,60000,Diesel,Manual,2494 CC,7,33970
Hyundai Santro Xing GL,2011,20842,Petrol,Manual,1086 CC,5,11954
Hyundai Santa Fe 4WD AT,2014,110000,Diesel,Automatic,2199 CC,7,61920
Mercedes-Benz New C-Class C250 Avantgarde,2011,45000,Petrol,Automatic,1796 CC,5,58050
Maruti Wagon R LXI CNG,2014,40000,CNG,Manual,998 CC,5,13545
Maruti Alto LXi,2012,49008,Petrol,Manual,796 CC,5,12384
Maruti Alto 800 2016-2019 LXI,2016,31000,Petrol,Manual,796 CC,5,9245
Nissan Sunny 2011-2014 XV,2013,8000,Petrol,Manual,1498 CC,5,16125
Maruti Alto 800 2016-2019 VXI,2019,171,Petrol,Manual,796 CC,5,15480
Maruti Alto K10 VXI,2018,2100,Petrol,Manual,998 CC,5,15480
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,20667,Petrol,Automatic,1197 CC,5,32465
Honda Mobilio S i DTEC,2015,50000,Diesel,Manual,1498 CC,7,20210
Tata Manza Aqua Quadrajet,2010,100030,Diesel,Manual,1248 CC,5,6880
Chevrolet Optra Magnum 2.0 LT,2011,75372,Diesel,Manual,1991 CC,5,14362
Honda City i VTEC CVT VX,2016,60475,Petrol,Automatic,1497 CC,5,39130
Hyundai Grand i10 1.2 Kappa Sportz,2019,18453,Petrol,Manual,1197 CC,5,26531
Hyundai Verna CRDi 1.6 SX,2008,96578,Diesel,Manual,1582 CC,5,10750
Nissan Micra XL,2016,31001,Petrol,Manual,1198 CC,5,12900
Hyundai Verna 1.6 SX,2012,65900,Diesel,Manual,1582 CC,5,24725
Hyundai Creta 1.6 VTVT E Plus,2017,26246,Petrol,Manual,1591 CC,5,46225
Maruti Wagon R VXI BS IV,2013,62700,Petrol,Manual,998 CC,5,12255
Honda Accord 2.4 Elegance A/T,2008,90000,Petrol,Automatic,2354 CC,5,27950
Honda City 1.5 S AT,2016,36000,Petrol,Automatic,1497 CC,5,40635
Maruti Baleno Alpha 1.3,2016,46000,Diesel,Manual,1248 CC,5,29025
Honda City i DTec V,2017,73003,Diesel,Manual,1498 CC,5,33325
Hyundai i20 Era 1.4 CRDi,2014,46566,Diesel,Manual,1396 CC,5,18920
Mercedes-Benz E-Class 2015-2017 E350 Edition E,2015,41493,Diesel,Automatic,2987 CC,5,180600
Nissan Terrano XV 110 PS,2014,103788,Diesel,Manual,1461 CC,5,24381
Renault Duster 110PS Diesel RxZ AMT,2016,45000,Diesel,Automatic,1461 CC,5,49450
Maruti Wagon R LXI Minor,2009,120000,Petrol,Manual,998 CC,5,7267
Hyundai Getz 1.5 CRDi GVS,2009,97359,Diesel,Manual,1493 CC,5,7740
Maruti Ritz LXi,2016,62000,Petrol,Manual,1197 CC,5,13760
Honda City 1.5 GXI,2004,115000,Petrol,Manual,,,6450
BMW 5 Series 520d Sport Line,2019,18373,Diesel,Automatic,1995 CC,5,197198
Volkswagen Polo 1.2 MPI Highline,2016,60453,Petrol,Manual,1198 CC,5,21930
Maruti Swift VDI BSIV,2013,37000,Diesel,Manual,1248 CC,5,20855
Ford Figo Petrol ZXI,2010,69009,Petrol,Manual,1196 CC,5,10320
BMW 3 Series 320d Luxury Line,2013,30000,Diesel,Automatic,1995 CC,5,94600
Hyundai Verna 1.6 SX CRDi (O),2012,70707,Diesel,Manual,1582 CC,5,18404
Renault Duster 85PS Diesel RxL,2015,64677,Diesel,Manual,1461 CC,5,24381
Hyundai Grand i10 1.2 Kappa Magna AT,2018,3000,Petrol,Automatic,1197 CC,5,26660
BMW X1 sDrive20d,2013,49000,Diesel,Automatic,1995 CC,5,62307
Maruti Ritz VDi,2010,71000,Diesel,Manual,1248 CC,5,12900
Hyundai i10 Era 1.1 iTech SE,2010,52000,Petrol,Manual,1086 CC,5,9675
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,35659,Diesel,Automatic,2993 CC,7,188254
Honda City V MT Exclusive,2019,5377,Petrol,Manual,1497 CC,5,49235
Mahindra Ssangyong Rexton RX7,2014,65000,Diesel,Automatic,2696 CC,7,45150
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,92708,Diesel,Manual,1498 CC,5,32164
Maruti Alto LXi,2010,48105,Petrol,Manual,796 CC,5,13330
Volkswagen Polo 1.2 MPI Highline,2011,46759,Petrol,Manual,1198 CC,5,10965
Volkswagen Polo Diesel Comfortline 1.2L,2013,62000,Diesel,Manual,1199 CC,5,15050
Volkswagen Polo Diesel Highline 1.2L,2012,35175,Diesel,Manual,1199 CC,5,11137
Maruti Ertiga ZDI,2013,70000,Diesel,Manual,1248 CC,7,23435
Ford EcoSport 1.5 TDCi Ambiente,2017,30000,Diesel,Manual,1498 CC,5,25800
Toyota Innova Crysta 2.8 ZX AT,2016,66618,Diesel,Automatic,2755 CC,7,66607
BMW 5 Series 523i Sedan,2010,69300,Petrol,Automatic,2497 CC,5,53750
Maruti Swift Dzire Tour LDI,2017,148000,Diesel,Manual,1248 CC,5,20425
Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,22000,Petrol,Manual,999 CC,5,33755
Hyundai Verna CRDi SX,2013,75000,Diesel,Manual,1493 CC,5,25800
Tata Zest Revotron 1.2T XM,2016,43706,Petrol,Manual,1193 CC,5,17200
Audi A7 2011-2015 3.0 TDI Quattro,2011,42000,Diesel,Automatic,2967 CC,5,123625
Tata Indica Vista Quadrajet VX,2012,65000,Diesel,Manual,1248 CC,5,10750
Maruti Swift Dzire VDI,2015,76128,Diesel,Manual,1248 CC,5,23650
Fiat Linea Emotion,2010,39852,Petrol,Manual,1368 CC,5,6837
Hyundai i20 1.2 Spotz,2017,18673,Petrol,Manual,1197 CC,5,26746
Hyundai EON Era Plus,2016,11583,Petrol,Manual,814 CC,5,11825
Hyundai Santro Xing XL,2007,82000,Petrol,Manual,1086 CC,5,5805
Mercedes-Benz GLA Class 200 CDI SPORT,2017,50000,Diesel,Automatic,2143 CC,5,107500
Maruti Celerio VXI,2014,77000,Petrol,Manual,998 CC,5,12040
Chevrolet Beat LT,2014,54890,Petrol,Manual,1199 CC,5,10535
Honda Jazz 1.2 V AT i VTEC Privilege,2016,21000,Petrol,Automatic,1199 CC,5,27305
BMW 3 Series 320d Highline,2009,58557,Diesel,Automatic,1995 CC,5,34400
Renault Duster 110PS Diesel RxL,2014,70000,Diesel,Manual,1461 CC,5,35475
Ford Figo 2015-2019 1.5P Titanium AT,2017,16000,Petrol,Automatic,1499 CC,5,25585
Toyota Innova Crysta 2.4 VX MT,2018,8899,Diesel,Manual,2393 CC,7,85656
Chevrolet Beat Diesel LS,2016,83629,Diesel,Manual,936 CC,5,13545
Volkswagen Polo GTI,2014,35059,Petrol,Automatic,1798 CC,4,24725
Ford Endeavour 3.2 Trend AT 4X4,2018,30552,Diesel,Automatic,3198 CC,7,139492
Hyundai Verna 1.6 SX CRDI (O) AT,2016,44875,Diesel,Automatic,1582 CC,5,34443
Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,25095,Petrol,Manual,1196 CC,5,27864
Maruti 800 AC,2007,59000,Petrol,Manual,796 CC,4,3225
Honda City i DTEC V,2014,36000,Diesel,Manual,1498 CC,5,21500
Mahindra XUV500 W8 2WD,2012,37000,Diesel,Manual,2179 CC,7,33325
Ford Figo Diesel ZXI,2010,90000,Diesel,Manual,1399 CC,5,11180
Ford EcoSport 1.5 Petrol Titanium,2018,17000,Petrol,Manual,1497 CC,5,39560
Hyundai i20 Asta 1.2,2015,42575,Petrol,Manual,1197 CC,5,21715
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,131000,Diesel,Manual,2494 CC,7,41280
Renault Duster 85PS Diesel RxL Optional,2013,74000,Diesel,Manual,1461 CC,5,23650
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,47234,Diesel,Manual,2494 CC,8,40205
Honda City 1.5 S MT,2009,231673,Petrol,Manual,1497 CC,5,11180
Maruti Alto K10 VXI,2016,10000,Petrol,Manual,998 CC,5,15050
Nissan Micra Active XL Petrol,2016,49389,Petrol,Manual,1198 CC,5,18318
Maruti Celerio VXI AT,2016,12000,Petrol,Automatic,998 CC,5,18275
Mercedes-Benz New C-Class 200 Kompressor,2010,65000,Petrol,Manual,1796 CC,5,50525
Ford Fiesta Diesel Style,2013,177000,Diesel,Manual,1498 CC,5,15050
Hyundai Verna 1.6 VTVT S,2015,89000,Petrol,Manual,1591 CC,5,32250
Hyundai i20 1.4 Asta (AT),2009,72000,Petrol,Automatic,1396 CC,5,13975
Maruti Swift Dzire VXi,2012,49000,Petrol,Manual,1298 CC,5,21070
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,51355,Diesel,Automatic,2143 CC,5,116100
Hyundai Elite i20 Petrol Asta,2017,13460,Petrol,Manual,1197 CC,5,38313
Hyundai Verna 1.6 VTVT EX AT,2014,35642,Petrol,Automatic,1591 CC,5,28767
Chevrolet Cruze LTZ,2014,52895,Diesel,Manual,1998 CC,5,25886
Toyota Corolla Altis 1.8 G,2010,93000,Petrol,Manual,1798 CC,5,19350
Maruti A-Star Vxi,2011,70000,Petrol,Manual,998 CC,5,8600
Nissan Micra Diesel XV Premium,2012,32048,Diesel,Manual,1461 CC,5,10320
Tata Nano LX,2013,4700,Petrol,Manual,624 CC,4,5160
Maruti Swift Dzire Tour LDI,2014,71800,Diesel,Manual,1248 CC,5,12470
Land Rover Range Rover Sport 2005 2012 Sport,2008,69078,Petrol,Manual,,,175784
Audi Q3 2.0 TDI Quattro,2016,45000,Diesel,Automatic,1968 CC,5,116100
Honda Amaze VX i-DTEC,2016,15388,Diesel,Manual,1498 CC,5,32250
Chevrolet Optra 1.6 LS,2004,98798,Petrol,Manual,1599 CC,5,6450
Audi Q5 2.0 TDI Premium Plus,2016,43000,Diesel,Automatic,1968 CC,5,169850
Maruti Ritz VDi,2012,85112,Diesel,Manual,1248 CC,5,14577
Mahindra Scorpio S6 7 Seater,2018,37804,Diesel,Manual,2179 CC,7,53320
Maruti Ciaz ZDi SHVS,2014,45000,Diesel,Manual,1248 CC,5,29455
Toyota Corolla Altis Aero D 4D J,2011,116000,Diesel,Manual,1364 CC,5,24725
Tata Indica V2 eLS,2015,100073,Diesel,Manual,1396 CC,5,8600
Maruti 800 Std BSIII,2006,165000,Petrol,Manual,796 CC,4,3870
Volkswagen Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,1198 CC,5,16340
Hyundai Elantra 2.0 SX Option AT,2017,9500,Petrol,Automatic,1999 CC,5,70305
Toyota Fortuner 4x2 4 Speed AT,2012,152000,Diesel,Automatic,2982 CC,7,70950
Maruti Baleno Zeta 1.2,2019,17705,Petrol,Manual,1197 CC,5,37410
Maruti Baleno Zeta 1.2,2016,12000,Petrol,Manual,1197 CC,5,26230
Mini Cooper Countryman D,2013,51000,Diesel,Automatic,1998 CC,5,94342
Mercedes-Benz S Class 2005 2013 320 CDI,2009,42000,Diesel,Automatic,2987 CC,5,94600
Maruti Alto K10 LXI,2015,51000,Petrol,Manual,998 CC,5,11395
Maruti Swift VXI Optional,2017,42527,Petrol,Manual,1197 CC,5,22661
Chevrolet Sail LT ABS,2014,45000,Diesel,Manual,1248 CC,5,10664
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,70000,Diesel,Manual,2494 CC,8,25800
Toyota Fortuner 3.0 Diesel,2009,92000,Diesel,Manual,2982 CC,7,38270
BMW 3 Series 320d Sport Line,2012,57156,Diesel,Automatic,1995 CC,5,77400
Skoda Octavia Ambition 1.4 TSI MT,2016,53211,Petrol,Manual,1395 CC,5,50052
Toyota Fortuner 3.0 Diesel,2019,80000,Diesel,Manual,2982 CC,7,38657
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,74000,Diesel,Automatic,1896 CC,5,22575
Hyundai i20 1.4 CRDi Asta,2011,37000,Diesel,Manual,1396 CC,5,12685
Tata Manza Club Class Quadrajet90 LX,2013,64000,Diesel,Manual,1248 CC,5,11395
Volkswagen Vento Petrol Highline,2013,57197,Petrol,Manual,1598 CC,5,17200
Hyundai Creta 1.6 SX Automatic Diesel,2016,55000,Diesel,Automatic,1582 CC,5,53750
Maruti Ritz VXI,2014,33000,Petrol,Manual,1197 CC,5,13975
Honda CR-V 2.0L 2WD MT,2008,70000,Petrol,Manual,1997 CC,5,17200
Mahindra XUV500 W8 2WD,2012,75000,Diesel,Manual,2179 CC,7,26875
Volkswagen Ameo 1.5 TDI Comfortline,2016,58095,Diesel,Manual,1498 CC,5,24940
Tata Zest Revotron 1.2 XT,2015,7445,Petrol,Manual,1193 CC,5,21500
Jaguar XJ 3.0L Portfolio LWB,2016,17652,Diesel,Automatic,2993 CC,5,252539
Toyota Corolla Altis 1.8 VL CVT,2018,28321,Petrol,Automatic,1798 CC,5,75207
Maruti A-Star Vxi,2011,69000,Petrol,Manual,998 CC,5,8385
Honda Accord VTi-L (AT),2007,80000,Petrol,Automatic,2354 CC,5,12900
Hyundai i20 Asta (o),2014,42365,Petrol,Manual,1197 CC,5,23650
Toyota Fortuner 4x2 AT,2013,123000,Diesel,Automatic,2982 CC,7,70950
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,40000,Petrol,Automatic,1796 CC,5,62350
Maruti Baleno Alpha 1.3,2016,30112,Diesel,Manual,1248 CC,5,33497
Maruti Ertiga VDI,2017,43775,Diesel,Manual,1248 CC,7,35561
Land Rover Range Rover Sport SE,2019,26013,Diesel,Automatic,2993 CC,5,417401
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,56000,Petrol,Manual,1598 CC,5,9245
Honda Civic 2006-2010 1.8 V AT,2008,95000,Petrol,Automatic,1799 CC,5,12900
BMW X3 xDrive20d,2014,41089,Diesel,Automatic,1995 CC,5,123797
Skoda Laura Ambition 2.0 TDI CR AT,2011,41988,Diesel,Automatic,1968 CC,5,23435
Maruti Swift Dzire VDI,2013,72486,Diesel,Manual,1248 CC,5,16985
Volvo V40 Cross Country D3,2013,92000,Diesel,Automatic,1984 CC,5,68800
Maruti Swift Dzire ZXi,2013,40000,Petrol,Manual,1298 CC,5,18275
Land Rover Range Rover 2.2L Pure,2014,56000,Diesel,Automatic,2179 CC,5,148350
Honda Accord 2.4 AT,2008,125000,Petrol,Automatic,2354 CC,5,11180
Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,Diesel,Manual,2494 CC,8,57964
Toyota Fortuner 4x4 MT,2018,39927,Diesel,Manual,2982 CC,7,138030
Honda Jazz 1.2 E i VTEC,2018,38593,Petrol,Manual,1199 CC,5,26531
Honda City 1.5 V MT,2015,32000,Petrol,Manual,1497 CC,5,23650
Maruti Dzire AMT ZDI Plus,2017,28226,Diesel,Automatic,1248 CC,5,39345
Nissan Sunny 2011-2014 Diesel XL,2014,95000,Diesel,Manual,1461 CC,5,19350
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,194000,Diesel,Manual,2494 CC,8,45150
Honda Brio S MT,2016,14821,Petrol,Manual,1198 CC,5,23091
Volkswagen Vento Petrol Trendline,2012,52000,Petrol,Manual,1598 CC,5,23435
Mahindra XUV500 W4,2016,33000,Diesel,Manual,2179 CC,7,39775
Ford EcoSport 1.5 Diesel Titanium Plus,2016,29200,Diesel,Manual,1498 CC,5,33110
Skoda Yeti Ambition 4X2,2012,99754,Diesel,Manual,1968 CC,5,34357
Hyundai i10 Sportz,2012,49000,Petrol,Manual,1197 CC,5,12900
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,299322,Diesel,Manual,2494 CC,8,17200
Tata Zest Quadrajet 1.3 XT,2018,38310,Diesel,Manual,1248 CC,5,28767
Maruti Swift VDI,2014,56000,Diesel,Manual,1248 CC,5,18275
Skoda Rapid 1.5 TDI AT Style,2017,31300,Diesel,Automatic,1498 CC,5,45150
Toyota Innova Crysta 2.4 VX MT 8S,2019,11241,Diesel,Manual,2393 CC,8,96965
Hyundai Verna 1.6 SX VTVT,2014,48000,Petrol,Manual,1591 CC,5,22360
Honda City i VTEC VX Option,2019,23882,Petrol,Manual,1497 CC,5,51041
Honda City i DTEC SV,2014,65000,Diesel,Manual,1498 CC,5,30057
Volkswagen Vento Diesel Highline,2011,50000,Diesel,Manual,1598 CC,5,21500
Audi Q5 2008-2012 3.0 TDI,2014,25000,Diesel,Automatic,2967 CC,5,189200
Maruti Alto 800 LXI,2015,21000,Petrol,Manual,796 CC,5,11997
Tata Manza ELAN Quadrajet BS IV,2012,148000,Diesel,Manual,1248 CC,5,12470
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,68000,Petrol,Manual,1591 CC,5,42355
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,52000,Diesel,Automatic,2987 CC,7,210700
Mahindra Thar CRDe,2016,19000,Diesel,Manual,2498 CC,6,39775
Hyundai Verna 1.6 CRDI,2011,74000,Diesel,Manual,1582 CC,5,16125
Ford Aspire Titanium Diesel,2017,30279,Diesel,Manual,1498 CC,5,31347
Mini Cooper 3 DOOR D,2016,20000,Diesel,Automatic,1496 CC,4,101050
Maruti Omni 8 Seater BSIV,2013,34834,Petrol,Manual,796 CC,5,11180
Mahindra Verito 1.5 D4 BSIV,2015,90000,Diesel,Manual,1461 CC,5,13330
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2016,38730,Diesel,Automatic,2143 CC,5,128914
Renault Duster 110PS Diesel RxZ,2016,57390,Diesel,Manual,1461 CC,5,28939
Maruti Swift Dzire Tour LDI,2016,100000,Diesel,Manual,1248 CC,5,15050
Volkswagen Polo Petrol Highline 1.2L,2011,50000,Petrol,Manual,1198 CC,5,10105
Mahindra XUV500 W10 2WD,2017,64961,Diesel,Manual,2179 CC,7,69359
Volkswagen Polo 1.2 MPI Highline,2014,72465,Petrol,Manual,1198 CC,5,25370
Maruti Ritz VXI,2012,68776,Petrol,Manual,1197 CC,5,16770
Chevrolet Optra 1.6 Elite,2005,150000,Petrol,Manual,1598 CC,5,6450
Toyota Innova 2.5 GX 7 STR BSIV,2012,68000,Diesel,Manual,2494 CC,7,29885
Honda City i DTec SV,2015,33000,Diesel,Manual,1498 CC,5,30100
Volkswagen Ameo 1.2 MPI Highline,2017,22389,Petrol,Manual,1198 CC,5,31089
Maruti SX4 ZDI Leather,2012,90000,Diesel,Manual,1248 CC,5,16383
Maruti Swift ZXI,2012,42000,Petrol,Manual,1197 CC,5,19350
Hyundai Creta 1.6 CRDi SX,2017,38767,Diesel,Manual,1582 CC,5,54180
Audi Q7 35 TDI Quattro Technology,2015,21000,Diesel,Automatic,2967 CC,7,206400
Maruti Alto LXi BSIII,2010,59136,Petrol,Manual,796 CC,5,12728
Honda Amaze SX i-DTEC,2014,36000,Diesel,Manual,1498 CC,5,13975
Volkswagen Passat Diesel Highline 2.0 TDI,2011,95000,Diesel,Automatic,1968 CC,5,36550
Hyundai Elantra CRDi SX AT,2013,51000,Diesel,Automatic,1582 CC,5,37625
Maruti Wagon R VXI BS IV,2011,36411,Petrol,Manual,998 CC,5,13244
Land Rover Discovery Sport TD4 HSE 7S,2017,40000,Diesel,Automatic,1999 CC,7,178450
Honda City i VTEC SV,2016,27300,Petrol,Manual,1497 CC,5,30100
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,29813,Petrol,Automatic,1991 CC,5,49450
Maruti Wagon R LX BS IV,2011,71000,Petrol,Manual,998 CC,5,11180
Hyundai Verna 1.6 CRDI,2014,32000,Diesel,Manual,1582 CC,5,18490
Maruti Ertiga VXI CNG,2017,19234,CNG,Manual,1373 CC,7,35905
Volkswagen Tiguan 2.0 TDI Highline,2017,50510,Diesel,Automatic,1968 CC,5,107070
BMW X1 sDrive 20d Exclusive,2011,102000,Diesel,Automatic,1995 CC,5,59125
Hyundai Grand i10 1.2 CRDi Sportz Option,2014,42277,Diesel,Manual,1186 CC,5,16555
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,46000,Diesel,Automatic,2143 CC,5,99975
Mahindra Bolero ZLX,2012,35000,Diesel,Manual,2523 CC,7,30100
Hyundai Grand i10 Asta Option,2015,50000,Petrol,Manual,1197 CC,5,24725
Hyundai i10 Magna 1.2,2008,62000,Petrol,Manual,1197 CC,5,7095
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,78000,Diesel,Manual,1968 CC,5,27950
Skoda Yeti Elegance,2011,79000,Diesel,Manual,1968 CC,5,32250
Audi Q7 45 TDI Quattro Premium Plus,2019,6773,Diesel,Automatic,2967 CC,7,313642
Toyota Fortuner 3.0 Diesel,2010,135000,Diesel,Manual,2982 CC,7,47300
Maruti Wagon R VXI Minor ABS,2013,36716,Petrol,Manual,1061 CC,5,12986
Hyundai EON Era,2013,65060,Petrol,Manual,814 CC,5,14276
Honda Brio S MT,2013,33000,Petrol,Manual,1198 CC,5,13932
Maruti Alto 800 VXI,2015,11110,Petrol,Manual,796 CC,5,10105
Mahindra Bolero ZLX,2013,63000,Diesel,Manual,2523 CC,7,23650
Honda City i VTEC SV,2015,27030,Petrol,Manual,1497 CC,5,29025
Skoda Rapid 1.6 MPI Elegance Black Package,2015,19600,Petrol,Manual,1598 CC,5,26445
Maruti Swift VVT VXI,2016,27755,Petrol,Manual,1197 CC,5,23435
Hyundai EON Magna Plus,2013,20000,Petrol,Manual,814 CC,5,9890
Maruti Swift Dzire ZXI,2015,24782,Petrol,Manual,1197 CC,5,26703
Nissan Micra XV CVT,2014,47303,Petrol,Automatic,1198 CC,5,22403
Audi Q7 4.2 FSI quattro,2008,71000,Petrol,Automatic,4134 CC,7,51557
Maruti Swift Vdi BSIII,2010,135000,Diesel,Manual,1248 CC,5,13330
Tata Xenon XT EX 4X2,2017,1000,Diesel,Manual,2179 CC,5,32250
Volkswagen Polo 1.5 TDI Comfortline,2016,29000,Diesel,Manual,1498 CC,5,17200
Honda City i VTEC SV,2016,36367,Petrol,Manual,1497 CC,5,33239
Honda City i VTEC V,2015,38000,Petrol,Manual,1497 CC,5,33540
Maruti 800 AC BSIII,2011,83969,Petrol,Manual,796 CC,4,5590
Volkswagen Polo 1.5 TDI Trendline,2014,82621,Diesel,Manual,1498 CC,5,19006
Chevrolet Captiva LTZ VCDi,2009,89000,Diesel,Automatic,1991 CC,7,17200
Mahindra XUV500 W10 2WD,2016,54000,Diesel,Manual,2179 CC,7,55900
Honda Amaze VX i-DTEC,2015,61691,Diesel,Manual,1498 CC,5,23134
Hyundai i20 1.2 Sportz Option,2011,32200,Petrol,Manual,1197 CC,5,13975
Maruti Wagon R AMT VXI,2016,68630,Petrol,Automatic,998 CC,5,16641
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,61000,Diesel,Automatic,1968 CC,5,35475
Maruti Ciaz 1.4 Zeta,2018,32644,Petrol,Manual,1373 CC,5,39904
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,85000,Diesel,Automatic,2179 CC,7,26875
Chevrolet Aveo U-VA 1.2 LS,2008,75000,Petrol,Manual,1150 CC,5,4945
Maruti Ciaz ZXi Option,2016,40347,Petrol,Manual,1373 CC,5,33540
Hyundai i20 1.4 CRDi Asta,2012,60788,Diesel,Manual,1396 CC,5,19350
Honda Jazz 1.2 SV i VTEC,2018,18664,Petrol,Manual,1199 CC,5,32508
Mahindra XUV500 W10 2WD,2017,57847,Diesel,Manual,2179 CC,7,69144
Hyundai i20 1.2 Sportz,2012,52237,Petrol,Manual,1197 CC,5,19350
Hyundai Verna 1.6 SX,2012,128000,Diesel,Manual,1582 CC,5,21500
Hyundai i10 Era 1.1,2011,54000,Petrol,Manual,1086 CC,5,9460
Maruti Celerio VXI AT,2014,49800,Petrol,Automatic,998 CC,5,17200
Skoda Fabia 1.2 TDI Ambition,2012,98000,Diesel,Manual,1199 CC,5,10793
Maruti Swift VDI BSIV,2015,60095,Diesel,Manual,1248 CC,5,20425
Hyundai i10 Magna(O) with Sun Roof,2008,68000,Petrol,Manual,1086 CC,5,8600
Hyundai i10 Magna 1.2,2010,81402,Petrol,Manual,1197 CC,5,9030
Ford Ecosport 1.5 Ti VCT AT Titanium,2013,38000,Petrol,Automatic,1499 CC,5,26875
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,92239,Diesel,Automatic,2987 CC,5,45580
Maruti Swift VDI BSIV,2017,49224,Diesel,Manual,1248 CC,5,25800
Maruti 800 Std BSIII,2004,12000,Petrol,Manual,796 CC,4,1935
Maruti Swift Lxi BSIII,2010,54898,Petrol,Manual,1298 CC,5,10750
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,2500,Petrol,Manual,1591 CC,5,54825
BMW X1 M Sport sDrive 20d,2017,32838,Diesel,Automatic,1995 CC,5,130247
Ford Ikon 1.3 Flair,2006,27076,Petrol,Manual,1299 CC,5,6880
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,75445,Diesel,Manual,1498 CC,5,32422
Maruti Ciaz VXi Plus,2015,46601,Petrol,Manual,1373 CC,5,29412
Volkswagen Passat Diesel Highline 2.0 TDI,2012,72000,Diesel,Automatic,1968 CC,5,25800
Honda Jazz 1.5 VX i DTEC,2017,27000,Diesel,Manual,1498 CC,5,34400
Audi A4 35 TDI Premium,2016,68193,Diesel,Automatic,1968 CC,5,106382
Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,34429,Diesel,Manual,1120 CC,5,23650
